"","NAME","CAND_OFFICE_ST","TRANSACTION_AMT","CAND_ID","CAND_NAME","CAND_PTY_AFFILIATION","GEN_ELECTION","GEN_ELECTION_PERCENT","Issues"
"9061","MN Dept of Revenue","MN",2786,"S6MN00267","KLOBUCHAR, AMY J","DEM","W",57,"Jobs"
"9062","Lit Happens","MN",6125,"S6MN00267","KLOBUCHAR, AMY J","DEM","W",57,"Taxes"
"9063","Lit Happens","MN",6125,"S6MN00267","KLOBUCHAR, AMY J","DEM","W",57,"Jobs"
"9064","Minnesota UC Fund","MN",8012,"S6MN00267","KLOBUCHAR, AMY J","DEM","W",57,"Taxes"
"9065","DULUTH NEWS","MN",3753,"S6MN00267","KLOBUCHAR, AMY J","DEM","W",57,"Taxes"
"9066","FRIENDS OF SHERROD BROWN","OH",2000,"S6OH00163","BROWN, SHERROD","DEM","W",55,"Big Business"
"9067","FRIENDS OF SHERROD BROWN","OH",2000,"S6OH00163","BROWN, SHERROD","DEM","W",55,"Foreign Policy"
"9068","FLIGHT OPTIONS","VA",5000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Big Business"
"9069","TOM KEAN FOR US SENATE INC","NJ",5000,"S6NJ00271","KEAN, THOMAS H JR","REP","L",44,"Jobs"
"9070","FEINSTEIN FOR SENATE","CA",2500,"S0CA00199","FEINSTEIN, DIANNE","DEM","W",59,"Gun Rights"
"9071","KENNEDY FOR SENATE 2006","MA",2000,"S6MA00015","KENNEDY, EDWARD MOORE SENATOR","DEM","W",69,"Civil Liberties"
"9072","Majority Communications Inc","NV",49902,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Taxes"
"9073","Majority Communications Inc","NV",49902,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Big Business"
"9074","Priority Staffing","NV",10427,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Civil Liberties"
"9075","Hire Dynamics","NV",9697,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Taxes"
"9076","Apple One Employment","NV",2347,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Big Business"
"9077","Smith, Marvin","NV",2170,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Civil Liberties"
"9078","CHAFEE FOR SENATE","RI",5000,"S8RI00102","CHAFEE, LINCOLN D","REP","L",46,"Foreign Policy"
"9079","NELSON FOR U S SENATE","NE",1500,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Big Business"
"9080","HATCH ELECTION COMMITTEE","UT",2000,"S6UT00063","HATCH, ORRIN G","REP","W",62,"Jobs"
"9081","ENSIGN FOR SENATE","NV",1500,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Jobs"
"9082","FRIENDS OF JOE LIEBERMAN","CT",3000,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Civil Liberties"
"9083","SANTORUM 2006","PA",2000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Gun Rights"
"9084","BEN NELSON FOR U.S. SENATE COMMITTEE","NE",2000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Taxes"
"9085","HATCH FOR SENATE, ORRIN","UT",2000,"S6UT00063","HATCH, ORRIN G","REP","W",62,"Civil Liberties"
"9086","BURNS, CONRAD SEN.","MT",2000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Foreign Policy"
"9087","ENSIGN, JOHN ERIC","NV",2000,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Big Business"
"9088","SANTORUM, RICHARD J SEN.","PA",5000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Big Business"
"9089","SNOWE, OLYMPIA J SEN.","ME",3000,"S4ME00055","SNOWE, OLYMPIA J","REP","W",74,"Abortion"
"9090","MARK KENNEDY 06","MN",2000,"S6MN00275","KENNEDY, MARK RAYMOND","REP","L",38,"Big Business"
"9091","WHITEHOUSE, SHELDON II","RI",5000,"S6RI00221","WHITEHOUSE, SHELDON II","DEM","W",53,"Abortion"
"9092","BOB CORKER FOR SENATE","TN",3000,"S6TN00216","CORKER, ROBERT P JR","REP","W",50,"Taxes"
"9093","MIKE DEWINE FOR US SENATE","OH",3000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Gun Rights"
"9094","KAY BAILEY HUTCHISON FOR SENATE COMMITTEE","TX",2000,"S4TX00086","HUTCHISON, KAY BAILEY","REP","W",61,"Gun Rights"
"9095","FRIENDS OF ROBERT C BYRD COMMITTEE","WV",2500,"S6WV00014","BYRD, ROBERT C","DEM","W",64,"Abortion"
"9096","MENENDEZ FOR SENATE","NJ",2500,"S6NJ00289","MENENDEZ, ROBERT","DEM","W",53,"Jobs"
"9097","TALENT FOR SENATE COMMITTEE","MO",5000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Gun Rights"
"9098","STABENOW FOR US SENATE","MI",2100,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Taxes"
"9099","BOB CORKER FOR SENATE","TN",3000,"S6TN00216","CORKER, ROBERT P JR","REP","W",50,"Foreign Policy"
"9100","CHAFFEE FOR SENATE","RI",4000,"S8RI00102","CHAFEE, LINCOLN D","REP","L",46,"Civil Liberties"
"9101","FRIENDS OF GEORGE ALLEN","VA",2000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Big Business"
"9102","JON KYL FOR US SENATE","AZ",3000,"S4AZ00030","KYL, JON","REP","W",52,"Abortion"
"9103","STEELE FOR MARYLAND","MD",5000,"S6MD03201","STEELE, MICHAEL","REP","L",44,"Taxes"
"9104","TOM KEAN FOR U.S. SENATE","NJ",4000,"S6NJ00271","KEAN, THOMAS H JR","REP","L",44,"Jobs"
"9105","CARPER FOR SENATE","DE",2000,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Gun Rights"
"9106","FEINSTEIN FOR SENATE","CA",2000,"S0CA00199","FEINSTEIN, DIANNE","DEM","W",59,"Taxes"
"9107","FRIENDS OF CONRAD BURNS - 2006","MT",3000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Taxes"
"9108","FRIENDS OF JOE LIEBERMAN","CT",2000,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Big Business"
"9109","HATCH ELECTION COMMITTEE INC","UT",2000,"S6UT00063","HATCH, ORRIN G","REP","W",62,"Civil Liberties"
"9110","JON KYL FOR U S SENATE","AZ",3000,"S4AZ00030","KYL, JON","REP","W",52,"Big Business"
"9111","MIKE DEWINE FOR US SENATE","OH",2000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Gun Rights"
"9112","JAMES WEBB FOR US SENATE","VA",5000,"S6VA00127","WEBB, JAMES H","DEM","W",49,"Taxes"
"9113","SANDERS FOR SENATE","VT",5000,"S4VT00033","SANDERS, BERNARD","IND","W",65,"Jobs"
"9114","MACWILLIAMS ROBINSON & PARTNERS IN","MT",52500,"S8MT00119","BURNS, CONRAD","REP","L",48,"Big Business"
"9115","SHERROD BROWN FOR U.S. SENATE","OH",4000,"S6OH00163","BROWN, SHERROD","DEM","W",55,"Civil Liberties"
"9116","NELSON 2006","NE",2900,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Jobs"
"9117","SANTORUM 2006","PA",2000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Foreign Policy"
"9118","LIEBERMAN 2006","CT",2000,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Taxes"
"9119","MENENDEZ FOR SENATE","NJ",5000,"S6NJ00289","MENENDEZ, ROBERT","DEM","W",53,"Gun Rights"
"9120","FEINSTEIN FOR SENATE","CA",2000,"S0CA00199","FEINSTEIN, DIANNE","DEM","W",59,"Taxes"
"9121","FRIENDS OF KENT CONRAD","ND",2000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Jobs"
"9122","MIKE DEWINE FOR US SENATE","OH",1500,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Civil Liberties"
"9123","FEINSTEIN FOR SENATE","CA",5000,"S0CA00199","FEINSTEIN, DIANNE","DEM","W",59,"Taxes"
"9124","STABENOW FOR US SENATE","MI",4000,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Big Business"
"9125","FRIENDS OF HILLARY","NY",2000,"S0NY00188","CLINTON, HILLARY RODHAM","DEM","W",66,"Big Business"
"9126","FRIENDS OF HILLARY","NY",3000,"S0NY00188","CLINTON, HILLARY RODHAM","DEM","W",66,"Gun Rights"
"9127","STABENOW FOR U.S. SENATE","MI",3000,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Abortion"
"9128","FRIENDS OF CONRAD BURNS 2006","MT",2000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Big Business"
"9129","Smith, Marvin","NV",1700,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Gun Rights"
"9130","McManus-Chapman, Britt","NV",1300,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Abortion"
"9131","Apple One Employment","NV",7357,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Big Business"
"9132","WHITEHOUSE, SHELDON","RI",5000,"S6RI00221","WHITEHOUSE, SHELDON II","DEM","W",53,"Jobs"
"9133","FORD-TESTER 2006","TN",5000,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Civil Liberties"
"9134","NORTH WOODS ADVERTISING","AZ",26492,"S4AZ00030","KYL, JON","REP","W",52,"Taxes"
"9135","PARK AVENUE POST INC.","MO",1671,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Gun Rights"
"9136","A LOT OF PEOPLE WHO SUPPORTJEFF BINGAMAN","NM",2000,"S2NM00021","BINGAMAN, JEFF","DEM","W",70,"Abortion"
"9137","SEIU","MT",16904,"S6MT00162","TESTER, JON","DEM","W",49,"Big Business"
"9138","MIKE DEWINE FOR US SENATE","OH",5000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Civil Liberties"
"9139","HAROLD FORD JR FOR TENNESSEE","TN",1500,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Gun Rights"
"9140","BILL NELSON FOR U S SENATE","FL",5000,"S8FL00166","NELSON, BILL","DEM","W",60,"Jobs"
"9141","BILL NELSON FOR U S SENATE","FL",4900,"S8FL00166","NELSON, BILL","DEM","W",60,"Big Business"
"9142","KAY BAILEY HUTCHISON FOR SENATE","TX",1600,"S4TX00086","HUTCHISON, KAY BAILEY","REP","W",61,"Foreign Policy"
"9143","KAY BAILEY HUTCHISON FOR SENATE","TX",2875,"S4TX00086","HUTCHISON, KAY BAILEY","REP","W",61,"Civil Liberties"
"9144","ENSIGN FOR SENATE","NV",1500,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Big Business"
"9145","BILL NELSON FOR U.S. SENATE","FL",3000,"S8FL00166","NELSON, BILL","DEM","W",60,"Civil Liberties"
"9146","TALENT FOR SENATE COMMITTEE","MO",2500,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Gun Rights"
"9147","MARK KENNEDY 06","MN",5000,"S6MN00275","KENNEDY, MARK RAYMOND","REP","L",38,"Abortion"
"9148","DEWINE FOR US SENATE","OH",2500,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Abortion"
"9149","MCCASKILL FOR MISSOURI","MO",5000,"S6MO00305","MCCASKILL, CLAIRE","DEM","W",49,"Civil Liberties"
"9150","FRIENDS OF JOE LIEBERMAN","CT",1500,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Civil Liberties"
"9151","BILL NELSON FOR U S SENATE","FL",2500,"S8FL00166","NELSON, BILL","DEM","W",60,"Taxes"
"9152","TALENT FOR SENATE COMMITTEE","MO",3000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Gun Rights"
"9153","FRIENDS OF JOE LIEBERMAN","CT",2000,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Civil Liberties"
"9154","TALENT FOR SENATE COMMITTEE","MO",5000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Big Business"
"9155","FRIENDS OF HILLARY","NY",3875,"S0NY00188","CLINTON, HILLARY RODHAM","DEM","W",66,"Jobs"
"9156","TRENT LOTT FOR MISSISSIPPI","MS",5000,"S8MS00162","LOTT, TRENT","REP","W",63,"Jobs"
"9157","CARPER FOR SENATE","DE",2000,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Gun Rights"
"9158","HATCH ELECTION COMMITTEE","UT",5000,"S6UT00063","HATCH, ORRIN G","REP","W",62,"Foreign Policy"
"9159","FRIENDS OF JOE LIEBERMAN","CT",1500,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Gun Rights"
"9160","FRIENDS OF JOE LIEBERMAN","CT",1500,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Big Business"
"9161","SANTORUM 2006","PA",5000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Abortion"
"9162","NEW REPUBLICAN MAJORITY FUND","MS",5000,"S8MS00162","LOTT, TRENT","REP","W",63,"Civil Liberties"
"9163","TOM KEAN FOR US SENATE INC","NJ",5000,"S6NJ00271","KEAN, THOMAS H JR","REP","L",44,"Civil Liberties"
"9164","FRIENDS OF CONRAD BURNS","MT",4000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Taxes"
"9165","CARPER FOR SENATE","DE",3000,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Gun Rights"
"9166","JON KYL FOR U.S. SENATE","AZ",3750,"S4AZ00030","KYL, JON","REP","W",52,"Taxes"
"9167","BOB CORKER FOR SENATE","TN",5000,"S6TN00216","CORKER, ROBERT P JR","REP","W",50,"Foreign Policy"
"9168","BOB CORKER FOR SENATE","TN",5000,"S6TN00216","CORKER, ROBERT P JR","REP","W",50,"Gun Rights"
"9169","JON KYL FOR U S SENATE","AZ",2000,"S4AZ00030","KYL, JON","REP","W",52,"Gun Rights"
"9170","KLOBUCHAR FOR MINNESOTA COMMITTEE","MN",1500,"S6MN00267","KLOBUCHAR, AMY J","DEM","W",57,"Gun Rights"
"9171","LIEBERMAN 2006","CT",2500,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Big Business"
"9172","FRIENDS OF HILLARY, HILLARY","NY",3000,"S0NY00188","CLINTON, HILLARY RODHAM","DEM","W",66,"Taxes"
"9173","BOB CORKER FOR SENATE","TN",5000,"S6TN00216","CORKER, ROBERT P JR","REP","W",50,"Gun Rights"
"9174","TALENT FOR SENATE","MO",3000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Big Business"
"9175","MIKE DEWINE FOR U.S. SENATE","OH",2500,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Abortion"
"9176","FRIENDS FOR MIKE MCGAVICK","WA",5000,"S6WA00248","MCGAVICK, MICHAEL SEAN","REP","L",39,"Foreign Policy"
"9177","BEN NELSON 2006","NE",1500,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Jobs"
"9178","STEELE FOR MARYLAND","MD",5000,"S6MD03201","STEELE, MICHAEL","REP","L",44,"Civil Liberties"
"9179","TALENT FOR SENATE","MO",5000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Gun Rights"
"9180","MURPHY PUTNAM SHORR & PARTNERS","MT",1050,"S6MT00162","TESTER, JON","DEM","W",49,"Gun Rights"
"9181","GREAT AMERICAN MEDIA-GMMB","MO",378604,"S6MO00305","MCCASKILL, CLAIRE","DEM","W",49,"Jobs"
"9182","BULLSEYE INTERACTIVE","RI",2169,"S6RI00221","WHITEHOUSE, SHELDON II","DEM","W",53,"Big Business"
"9183","DIXON/DAVIS MEDIA GRP.","TN",11186,"S6TN00216","CORKER, ROBERT P JR","REP","W",50,"Foreign Policy"
"9184","GREAT AMERICAN MEDIA-GMMB","MT",100547,"S8MT00119","BURNS, CONRAD","REP","L",48,"Taxes"
"9185","GREAT AMERICAN MEDIA-GMMB","TN",199945,"S6TN00216","CORKER, ROBERT P JR","REP","W",50,"Taxes"
"9186","BRIGHT IDEA CREATIVE","NJ",37722,"S6NJ00271","KEAN, THOMAS H JR","REP","L",44,"Gun Rights"
"9187","GREAT AMERICAN MEDIA-GMMB","MO",2621009,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Gun Rights"
"9188","BRIGHT IDEA CREATIVE","MO",24911,"S6MO00305","MCCASKILL, CLAIRE","DEM","W",49,"Taxes"
"9189","BRIGHT IDEA CREATIVE","MO",20348,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Jobs"
"9190","BULLSEYE INTERACTIVE","MO",3937,"S6MO00305","MCCASKILL, CLAIRE","DEM","W",49,"Foreign Policy"
"9191","GRUNWALD COMMUNICATIONS","OH",32085,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Big Business"
"9192","GRUNWALD COMMUNICATIONS","OH",11493,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Foreign Policy"
"9193","MURPHY PUTNAM SHORR & PARTNERS","MT",1854,"S8MT00119","BURNS, CONRAD","REP","L",48,"Foreign Policy"
"9194","MURPHY PUTNAM SHORR & PARTNERS","MT",5508,"S8MT00119","BURNS, CONRAD","REP","L",48,"Civil Liberties"
"9195","MURPHY PUTNAM SHORR & PARTNERS","RI",8849,"S6RI00221","WHITEHOUSE, SHELDON II","DEM","W",53,"Abortion"
"9196","SQUIERKNAPPDUNN COMMUNICATIONS","VA",19631,"S6VA00127","WEBB, JAMES H","DEM","W",49,"Big Business"
"9197","GREAT AMERICAN MEDIA-GMMB","VA",38619,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Abortion"
"9198","GREAT AMERICAN MEDIA-GMMB","MD",309503,"S6MD03201","STEELE, MICHAEL","REP","L",44,"Big Business"
"9199","GREAT AMERICAN MEDIA-GMMB","RI",320916,"S8RI00102","CHAFEE, LINCOLN D","REP","L",46,"Gun Rights"
"9200","FUSE, INC.","MD",1325,"S6MD03201","STEELE, MICHAEL","REP","L",44,"Foreign Policy"
"9201","GREAT AMERICAN MEDIA-GMMB","NJ",2000000,"S6NJ00271","KEAN, THOMAS H JR","REP","L",44,"Abortion"
"9202","GREAT AMERICAN MEDIA-GMMB","MT",79031,"S8MT00119","BURNS, CONRAD","REP","L",48,"Abortion"
"9203","GREAT AMERICAN MEDIA-GMMB","MT",782627,"S8MT00119","BURNS, CONRAD","REP","L",48,"Jobs"
"9204","GREAT AMERICAN MEDIA-GMMB","MT",32687,"S8MT00119","BURNS, CONRAD","REP","L",48,"Big Business"
"9205","GREAT AMERICAN MEDIA-GMMB","RI",573067,"S8RI00102","CHAFEE, LINCOLN D","REP","L",46,"Gun Rights"
"9206","GREAT AMERICAN MEDIA-GMMB","TN",1211635,"S6TN00216","CORKER, ROBERT P JR","REP","W",50,"Taxes"
"9207","BRIGHT IDEA CREATIVE","MO",3345,"S6MO00305","MCCASKILL, CLAIRE","DEM","W",49,"Abortion"
"9208","MURPHY PUTNAM SHORR & PARTNERS","MT",4574,"S8MT00119","BURNS, CONRAD","REP","L",48,"Taxes"
"9209","GRUNWALD COMMUNICATIONS","OH",1910,"S6OH00163","BROWN, SHERROD","DEM","W",55,"Jobs"
"9210","SAXONHD","OH",4451,"S6OH00163","BROWN, SHERROD","DEM","W",55,"Taxes"
"9211","LANDMARK STRATEGIES, INC.","RI",14300,"S8RI00102","CHAFEE, LINCOLN D","REP","L",46,"Civil Liberties"
"9212","LANDMARK STRATEGIES, INC.","RI",11670,"S8RI00102","CHAFEE, LINCOLN D","REP","L",46,"Jobs"
"9213","MURPHY PUTNAM SHORR & PARTNERS","MT",2592,"S6MT00162","TESTER, JON","DEM","W",49,"Abortion"
"9214","BRIGHT IDEA CREATIVE","MO",16539,"S6MO00305","MCCASKILL, CLAIRE","DEM","W",49,"Jobs"
"9215","GREAT AMERICAN MEDIA-GMMB","MO",372930,"S6MO00305","MCCASKILL, CLAIRE","DEM","W",49,"Gun Rights"
"9216","GREAT AMERICAN MEDIA-GMMB","OH",263611,"S6OH00163","BROWN, SHERROD","DEM","W",55,"Civil Liberties"
"9217","GREAT AMERICAN MEDIA-GMMB","RI",137011,"S6RI00221","WHITEHOUSE, SHELDON II","DEM","W",53,"Civil Liberties"
"9218","GREAT AMERICAN MEDIA-GMMB","OH",618615,"S6OH00163","BROWN, SHERROD","DEM","W",55,"Gun Rights"
"9219","GREAT AMERICAN MEDIA-GMMB","MD",900000,"S6MD03177","CARDIN, BENJAMIN L","DEM","W",54,"Gun Rights"
"9220","MURPHY PUTNAM SHORR & PARTNERS","RI",3911,"S6RI00221","WHITEHOUSE, SHELDON II","DEM","W",53,"Foreign Policy"
"9221","GRUNWALD COMMUNICATIONS","OH",2050,"S6OH00163","BROWN, SHERROD","DEM","W",55,"Jobs"
"9222","GRUNWALD COMMUNICATIONS","OH",6767,"S6OH00163","BROWN, SHERROD","DEM","W",55,"Jobs"
"9223","GRUNWALD COMMUNICATIONS","OH",9969,"S6OH00163","BROWN, SHERROD","DEM","W",55,"Foreign Policy"
"9224","FUSE, INC.","MD",1250,"S6MD03177","CARDIN, BENJAMIN L","DEM","W",54,"Abortion"
"9225","FUSE, INC.","MD",254250,"S6MD03177","CARDIN, BENJAMIN L","DEM","W",54,"Big Business"
"9226","GRUNWALD COMMUNICATIONS","OH",44155,"S6OH00163","BROWN, SHERROD","DEM","W",55,"Jobs"
"9227","GRUNWALD COMMUNICATIONS","OH",11248,"S6OH00163","BROWN, SHERROD","DEM","W",55,"Taxes"
"9228","BRIGHT IDEA CREATIVE","MO",18317,"S6MO00305","MCCASKILL, CLAIRE","DEM","W",49,"Gun Rights"
"9229","DEMOCRATIC NATIONAL","HI",5000,"S0HI00084","AKAKA, DANIEL K","DEM","W",61,"Big Business"
"9230","DEMOCRATIC NATIONAL","HI",3250,"S0HI00084","AKAKA, DANIEL K","DEM","W",61,"Abortion"
"9231","DEMOCRATIC NATIONAL","OH",20463,"S6OH00163","BROWN, SHERROD","DEM","W",55,"Jobs"
"9232","DEMOCRATIC NATIONAL","NE",7500,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Big Business"
"9233","DEMOCRATIC NATIONAL","HI",1042,"S0HI00084","AKAKA, DANIEL K","DEM","W",61,"Jobs"
"9234","DEMOCRATIC NATIONAL","WV",16095,"S6WV00014","BYRD, ROBERT C","DEM","W",64,"Big Business"
"9235","JAMES WEBB FOR US SENATE","VA",2500,"S6VA00127","WEBB, JAMES H","DEM","W",49,"Abortion"
"9236","CHAFEE FOR SENATE","RI",2500,"S8RI00102","CHAFEE, LINCOLN D","REP","L",46,"Taxes"
"9237","AKAKA IN 2006","HI",1500,"S0HI00084","AKAKA, DANIEL K","DEM","W",61,"Jobs"
"9238","Kennedy Communications LLC","DE",7777,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Big Business"
"9239","Kennedy Communications LLC","DE",10889,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Civil Liberties"
"9240","The Contact Group","DE",10150,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Big Business"
"9241","Kennedy Communications LLC","DE",5173,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Gun Rights"
"9242","MENENDEZ FOR SENATE","NJ",2500,"S6NJ00289","MENENDEZ, ROBERT","DEM","W",53,"Gun Rights"
"9243","BEN CARDIN FOR SENATE","MD",2000,"S6MD03177","CARDIN, BENJAMIN L","DEM","W",54,"Taxes"
"9244","MIKE DEWINE FOR US SENATE","OH",2000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Jobs"
"9245","HAROLD FORD JR FOR TENNESSEE","TN",3000,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Gun Rights"
"9246","FRIENDS OF JOE LIEBERMAN","CT",2000,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Abortion"
"9247","MIKE DEWINE FOR US SENATE","OH",2000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Foreign Policy"
"9248","KYL FOR SENATE","AZ",2000,"S4AZ00030","KYL, JON","REP","W",52,"Jobs"
"9249","MENENDEZ FOR SENATE","NJ",1500,"S6NJ00289","MENENDEZ, ROBERT","DEM","W",53,"Big Business"
"9250","TALENT FOR SENATE COMMITTEE","MO",2000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Abortion"
"9251","FRIENDS OF CRAIG THOMAS","WY",2000,"S4WY00055","THOMAS, CRAIG","REP","W",70,"Taxes"
"9252","FRIENDS OF GEORGE ALLEN","VA",5000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Jobs"
"9253","MARK KENNEDY 06","MN",5000,"S6MN00275","KENNEDY, MARK RAYMOND","REP","L",38,"Gun Rights"
"9254","MIKE DEWINE FOR US SENATE 2006","OH",2000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Taxes"
"9255","BEN NELSON FOR US SENATE","NE",2000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Big Business"
"9256","ENSIGN MAJORITY COMMITTEE THE","NV",18250,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Foreign Policy"
"9257","CHAFEE FOR SENATE","RI",2500,"S8RI00102","CHAFEE, LINCOLN D","REP","L",46,"Taxes"
"9258","TALENT FOR SENATE COMMITTEE","MO",5000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Abortion"
"9259","BOUCHARD FOR US SENATE","MI",5000,"S6MI00335","BOUCHARD, MICHAEL J","REP","L",41,"Jobs"
"9260","HILLARY RODHAM CLINTON FOR SENATE","NY",1500,"S0NY00188","CLINTON, HILLARY RODHAM","DEM","W",66,"Foreign Policy"
"9261","FRIENDS OF JOE LIEBERMAN","CT",2000,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Civil Liberties"
"9262","BILL NELSON FOR U S SENATE","FL",5000,"S8FL00166","NELSON, BILL","DEM","W",60,"Gun Rights"
"9263","TALENT FOR SENATE COMMITTEE","MO",2500,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Gun Rights"
"9264","FRIENDS OF HILLARY","NY",2000,"S0NY00188","CLINTON, HILLARY RODHAM","DEM","W",66,"Jobs"
"9265","NELSON FOR U S SENATE","NE",1500,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Jobs"
"9266","HAROLD FORD JR FOR TENNESSEE","TN",2000,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Taxes"
"9267","MAC WILLIAMS ROBINSON & PARTNERS INC.","MD",49257,"S6MD03177","CARDIN, BENJAMIN L","DEM","W",54,"Civil Liberties"
"9268","The Dewey Hub","MO",6902,"S6MO00305","MCCASKILL, CLAIRE","DEM","W",49,"Foreign Policy"
"9269","SVM, LP","MO",1892,"S6MO00305","MCCASKILL, CLAIRE","DEM","W",49,"Taxes"
"9270","Brand Architects, LLC","MO",3672,"S6MO00305","MCCASKILL, CLAIRE","DEM","W",49,"Gun Rights"
"9271","Brand Architects, LLC","MO",14880,"S6MO00305","MCCASKILL, CLAIRE","DEM","W",49,"Civil Liberties"
"9272","The Dewey Hub","MO",8137,"S6MO00305","MCCASKILL, CLAIRE","DEM","W",49,"Big Business"
"9273","The Next Big Thing, INC","MO",14486,"S6MO00305","MCCASKILL, CLAIRE","DEM","W",49,"Taxes"
"9274","Harstad Strategic Research, Inc.","MO",32487,"S6MO00305","MCCASKILL, CLAIRE","DEM","W",49,"Civil Liberties"
"9275","Brand Architects, LLC","MO",31218,"S6MO00305","MCCASKILL, CLAIRE","DEM","W",49,"Big Business"
"9276","JON KYL FOR U S SENATE","AZ",2500,"S4AZ00030","KYL, JON","REP","W",52,"Foreign Policy"
